ISBN13,Date Read,Bookshelves,Exclusive Shelf,Read Count,My Rating,My Review,Owned Copies
9780765387424,,owned-but-unread to-read,to-read,0,0,,1
9780765389121,,owned-but-unread to-read,to-read,0,0,,1
9780765389169,,owned-but-unread to-read,to-read,0,0,,1
9780771075186,,owned-but-unread to-read,to-read,0,0,,1
9780771099748,,owned-but-unread to-read,to-read,0,0,,1
9781101972120,,owned-but-unread to-read,to-read,0,0,,1
9781250174642,,owned-but-unread to-read,to-read,0,0,,1
9781250174758,,owned-but-unread to-read,to-read,0,0,,1
9781250217318,,owned-but-unread to-read,to-read,0,0,,1
9781250313218,,owned-but-unread to-read,to-read,0,0,,1
9781250899132,,owned-but-unread to-read,to-read,0,0,,1
9781328948854,,owned-but-unread to-read,to-read,0,0,,1
9781399608688,,owned-but-unread to-read,to-read,0,0,,1
9781399806855,,owned-but-unread to-read,to-read,0,0,,1
9781400050581,,owned-but-unread autism to-read,to-read,0,0,,1
9781419704383,,owned-but-unread to-read,to-read,0,0,,1
9781455563920,,owned-but-unread to-read,to-read,0,0,,1
9781465458551,,owned-but-unread to-read,to-read,0,0,,1
9781481475976,,owned-but-unread to-read,to-read,0,0,,1
9781577315933,,owned-but-unread to-read,to-read,0,0,,1
9781631067181,,owned-but-unread to-read,to-read,0,0,,1
9781786787095,,owned-but-unread to-read,to-read,0,0,,1
9781842554982,,owned-but-unread to-read,to-read,0,0,,1
9781842556313,,owned-but-unread to-read,to-read,0,0,,1
9781853267956,,owned-but-unread to-read,to-read,0,0,,1
9780786856398,2004/07/01,unowned childhood read,read,1,0,,0
9780786852895,2004/07/02,unowned childhood read,read,1,0,,0
9780786849567,2004/07/03,unowned childhood read,read,1,0,,0
9780786819140,2004/07/04,unowned childhood read,read,1,0,,0
9780786808557,2004/07/05,unowned childhood read,read,1,0,,0
9780440419464,2004/07/07,unowned childhood read,read,1,0,,0
9780345413369,2004/07/08,unowned childhood read,read,1,0,,0
9780689852237,2004/08/01,unowned childhood read,read,1,0,,0
9780007232741,2005/06/01,read,read,1,0,,1
9780002005371,2005/08/02,unowned childhood read,read,1,0,,0
9780002006996,2005/08/03,unowned childhood read,read,1,0,,0
9780765342294,2005/08/04,science-fiction childhood read,read,1,0,,1
9780440236689,2006/08/01,fiction historical-fiction read,read,1,0,,1
9780061234002,2007/12/01,unowned read,read,1,0,,0
9780930289232,2009/04/07,graphic-novel read,read,1,0,,1
9780761536437,2009/07/18,read,read,1,0,,1
9780806531441,2009/08/01,childhood read,read,1,0,,1
9780307464347,2009/08/02,childhood read,read,1,0,,1
9780786915507,2010/09/01,tabletop read,read,1,0,,1
9780905712826,2010/10/01,science-fiction read,read,1,0,,1
9780826428486,2011/11/03,unowned read,read,1,0,,0
9781529034523,2012/05/01,science-fiction comic read,read,1,0,,1
9781529034530,2012/05/02,science-fiction comic read,read,1,0,,1
9781529034547,2012/05/03,science-fiction comic read,read,1,0,,1
9781529034554,2012/05/04,science-fiction comic read,read,1,0,,1
9781529034561,2012/05/05,science-fiction comic read,read,1,0,,1
9780517693117,2012/05/06,science-fiction comic read,read,1,0,,1
9780201633610,2012/09/01,reference read,read,1,0,,1
9780262033848,2012/09/02,reference read,read,1,0,,1
9781403984531,2012/10/16,non-fiction read,read,1,0,,1
9781338592320,2013/08/01,middle-grade read,read,1,0,,1
9781613170298,2014/06/01,tabletop read,read,1,0,,1
9781482217162,2014/08/28,read,read,1,0,,1
9780385660044,2014/10/10,unowned read,read,1,0,,0
9780316077385,2015/08/29,graphic-novel comic read,read,1,5,,1
9781421561325,2015/08/30,graphic-novel read,read,1,0,,1
9781421550640,2015/08/31,graphic-novel read,read,1,0,,1
9781935429005,2016/02/15,graphic-novel read,read,1,0,,1
9781606995839,2016/03/04,graphic-novel read,read,1,0,,1
9781593077501,2016/03/05,graphic-novel read,read,1,0,,1
9781421533612,2016/04/24,graphic-novel read,read,1,0,,1
9781421519180,2016/04/25,graphic-novel read,read,1,0,,1
9781633442801,2016/05/01,tabletop read,read,1,0,,1
9780061054884,2017/01/01,science-fiction read,read,1,5,,1
9781770460416,2017/05/10,graphic-novel read,read,1,0,,1
9781934287729,2017/05/26,unowned graphic-novel read,read,1,0,,0
9780990582908,2017/06/30,reference read,read,1,0,,1
9781897299746,2017/12/10,graphic-novel did-not-finish read,read,1,0,,1
9780857687616,2018/04/17,art did-not-finish read,read,1,0,,1
9780857687609,2018/04/18,art did-not-finish read,read,1,0,,1
9780857680983,2018/04/19,art did-not-finish read,read,1,0,,1
9780810988392,2018/05/09,graphic-novel read,read,1,0,,1
9781401247119,2018/06/09,graphic-novel read,read,1,0,,1
9781534309166,2018/10/25,graphic-novel read,read,1,0,,1
9780544824386,2018/10/26,did-not-finish read,read,1,0,,1
9781613171325,2019/03/01,tabletop read,read,1,0,,1
9781936673933,2019/06/02,tabletop read,read,1,0,,1
9781785818493,2019/09/01,tabletop read,read,1,0,,1
9781974709373,2021/07/01,fiction graphic-novel read,read,1,3,"The Drifting Classroom is a Japanese horror manga series published from 1972 to 1974 that follows a school (and its students) that is mysteriously transported through time to a post-apocalyptic future.<br/><br/>Everyone knows about Junji Ito but not many people know about the work of Kazuo Umezz and that's a shame.<br/><br/>This manga falls into one of my preferred manga sub-genres ""kids suffering greatly and no one knows why"" (Bokurano by Mohiro Kitoh is a great one of these). The story takes place in a classroom that's drifting... If you're a fan of Junji Ito's work like Uzumaki then you should check this one out too.",1
9781974717477,2021/07/15,fiction graphic-novel read,read,1,2,Junji Ito is cool. Uzumaki is great. A lot of his other work is just OK. I think Remina is also just OK.,1
9781906838386,2021/07/22,fiction graphic-novel trash read,read,1,1,"Sandcastle is the french comic book that the recent M. Night Shyamalan's movie Old was based on. A bunch of different people arrive for a relaxing day at the beach and find themselves aging extremely rapidly, babies become teens and older folk die. Hijinks ensue. I don't get it.<br/><br/>I didn't like Sandcastle. I'm not exactly qualified to critique graphic novels. I'm either too stupid to understand what it's trying to say or it's not trying to say anything at all. Either way, it didn't make me feel anything... Maybe I'm dead inside?",1
9781565847033,2021/09/01,non-fiction read,read,1,5,"Understanding Power is the book that convinced me that I needed to start reading again. It's just a bunch of transcripts taken from Noam Chomsky Q/A sessions, but man, I'm glad that I was convinced to sit down and read through it.<br/><br/>Noam Chomsky has eidetic memory (more commonly known as photographic memory) and so you can ask him about anything and he'll be able to perfectly recall everything he's read and written about the subject. So, even transcripts of his Q/A sessions can be just as informative and important as anything else you've read in your life.<br/><br/>The book covers many important topics relating to ""Power"" but it mainly focuses on the US, and the many atrocities its leaders have played a part in, across the world.<br/><br/>Reading this book was difficult. It challenged me to reevaluate many of my preconceived notions about how the world works and I'm better for it.<br/><br/>It's also a book that I recommended to many people, and half a year later, not a single person has taken the time to read it...<br/><br/>I probably didn't give them a good pitch for it (maybe this isn't a good pitch either?) but in the new year I'm looking forward to improving my ability to retain information about the books I read and give better pitches for them!<br/><br/>If you decide to read one book I mention here, it should probably be this one, but honestly you would probably have more fun reading this next one.",1
9780393349832,2021/10/01,non-fiction slay read,read,1,5,"Infrastructure is a guide to all the major ""ecosystems"" of our modern industrial world. In exploring railroad tracks, antenna towers, highway overpasses, power lines, coal mines, nuclear power plants, grain elevators, oil refineries, steel mills, and more, Brian Hayes reveals how our familiar and often-overlooked industrial environment can be as dazzling as nature.<br/><br/>Infrastructure: A Field Guide to the Industrial Landscape is exactly what you think it is and it's amazing. It's a book that covers anything that you could consider to be ""Infrastructure"" (water treatment, electricity, farming, cargo ships, airplanes, mining, etc.) and gives you a broad yet deep understanding of how it all works through clear writing and beautiful photos taken by the author himself.<br/><br/>After reading Infrastructure, I now have a better understanding of all the infrastructure that surrounds me and this knowledge prevents me from taking anything for granted. I now know what others needed to build (and need to maintain) for me to be able to flip a light switch on and off or pour myself a glass of water.",1
9781982159375,2021/11/01,non-fiction read,read,1,3,"Stephen King tells you about his life and his advice on how you can become better at writing. This amounts to him basically saying ""Just write a lot bro"" but despite this, this was quite a fun read. And... He's not wrong.<br/><br/>On Writing by Stephen King is half part autobiography and half part a guide to writing. You probably know Stephen King's work and you've probably seen one of the thousands of movie adaptations of his books like It, Carrie or Shawshank Redemption). He is extremely prolific and he's one of my favorite writers so when I heard that he wrote this book on writing, I picked it up right away.<br/><br/>On Writing does not disappoint. He tells the story of his life and his road to becoming the writer he is today. As you would expect, it's a real page turner. Stephen King could write about paint drying and you would be glued to your seat.<br/><br/>Eventually, Stephen starts to give advice to people who want to become better writers. He mostly just says to write what you know and to practice every day? To be fair, I've become a better writer since I started following his advice soooooooooooo he must be onto something.<br/><br/>There's one passage in particular that has been stuck in my brain for a while now and here it is.<br/><br/>He says that ""Writing is telephathy.""<br/><br/><b>Look- here's a table covered with red cloth. On it is a cage the size of a</b> <b>small fish aquarium. In the cage is a white rabbit with a pink nose and</b> <b>pink-rimmed eyes. […] On its back, clearly marked in blue ink, is the numeral 8. […] The most interesting thing here isn't even the carrot-munching</b> <b>rabbit in the cage, but the number on its back. Not a six, not a four, not</b> <b>nineteen-point-five. It's an eight. This is what we're looking at, and we all</b> <b>see it. I didn't tell you. You didn't ask me. I never opened my mouth and you</b> <b>never opened yours. We're not even in the same year together, let alone the</b> <b>same room… except we are together. We are close. We're having a meeting of the</b> <b>minds. […] We've engaged in an act of telepathy. No mythy-mountain shit; real</b> <b>telepathy.</b><br/><br/>There's something very personal about writing and reading that makes it worth doing. It was nice to be reminded of that.",1
9780451499028,2021/11/15,non-fiction read,read,1,3,"Everything you need to know about mixing cocktails.<br/><br/><a href=""https://strategineer.com/cocktails/"">Cocktails, Cocktails, Cocktails, Cocktails, Cocktails... Cocktails, Everybody!</a><br/><br/>My buddy who's a bartender recommended this to me when I expressed interest in learning how to mix cocktails. It's got a bunch of good cocktail recipes and historical context for most of them (if you're into that kind of thing).<br/><br/>Interestingly, in the first few pages, Gary describes bartenders as being ""Ganymedes"", a young boy (remember this) who is the immortal cupbearer of Olympus in Greek mythology. This comparison is one you would probably avoid after reading Robert Graves's take on Ganymedes.<br/><br/>Robert posits that Ganymedes was a character created by the Greeks/Romans much later on and ""retconned"" back into the mythology to legitimize their rampant pederasty. Have fun with that information.",1
9781250251510,2021/11/21,unowned did-not-finish trash read,read,1,0,,0
9780241982358,2021/12/01,mythography reference slay read,read,1,5,"Robert Graves's The Greek Myths is more of an encyclopedia about everything related to the Greek myths rather than a pure retelling of the myths themselves. It's not meant to entertain, it's meant to inform. Although, if learning everything there is to know about Greek myths sounds entertaining to you then this is the book for you.<br/><br/>I've always been fascinated by Greek mythology but my understanding of it came from the sanitized stories I read in D'Aulaires Book Of Greek Myths and secondhand from the many modern interpretations of the myths I had seen throughout my life.<br/><br/><img src=""https://strategineer.com/books/2021-12-01/d_aulaires_book_of_greek_myths.jpg"" width=""40"" height=""100"" /><br/><br/>Prior to reading this book, I had never really taken the time to dive deep into Greek mythology.<br/><br/>I'm glad I did because now I cringe thinking about all the times I said that I prefer Greek mythology to Christianity because it's: ""way funner"".<br/><br/>I mean, in some ways, it is buuuuuuut also Zeus rapes a lot (they don't really talk about that in d'Aulaires illustrated book for kids)...<br/><br/>If you want to learn about every single Greek myth that exists, then you should read this book. Otherwise, you should stay far far away from it.",1
9780393356182,2021/12/15,fiction read,read,1,2,"Neil Gaiman's Norse Mythology is a retelling of a few stories from Norse mythology (which we don't know very much about). I'm a fan of Neil Gaiman's work generally but I found this to be quite boring.<br/><br/>Unlike Greek mythology, we don't have many written records describing Norse mythology as it existed. So, there's not really much we know about Norse mythology.<br/><br/>In his book titled Norse Mythology, Neil Gaiman riffs on what we know about the Norse myths and creates his own retellings of the stories and some completely new ones.<br/><br/>It's OK. I like a lot of Neil Gaiman's work (especially American Gods), his passion for mythology is clear and it shines through most of his work. Unfortunately, I don't think I have as much of an appreciation for Norse mythology as he does and reading this book didn't change that.",1
9780316073875,2021/12/19,graphic-novel comic read,read,1,0,,1
9780393337174,2021/12/20,unowned did-not-finish non-fiction read,read,1,0,,0
9780393356250,2021/12/25,fiction read,read,1,4,"The Odyssey is a classic and there's more stories that have been inspired by it than I can count. After reading it, you'll be able to see it echoed everywhere you look.<br/><br/>I've never read the Odyssey, and so I chose to read a recent translation of it by Emily Wilson.<br/><br/>It's written in modern English making it easy to read. There's no reason to use archaic English, which apparently is the norm with these kinds of texts, when translating a text that was originally in Greek. It's a poem with the same number of lines as the original which is just plain fun.<br/><br/>It's an interesting text and now I understand why some people decide to spend their entire lives thinking about it.<br/><br/>Odysseus is a mass murderer and a villain… yet in the story he's presented as a victim and a hero. It's… complex.<br/><br/>I can understand why some people have spent their entire lives studying this story and Greek mythology in general (especially after also reading Robert Grave's The Greek Myths).<br/><br/>Zeus rapes a lot and there's a lot of murder, but if you can stomach it, Greek Mythology is a wild ride.<br/><br/>These stories keep being retold again and again in different forms and understanding where all these tropes come from is fun.<br/><br/>Sonic is Hermes.<br/><br/>One Piece is a retelling of Jason's, and the Argonauts's, quest for the Golden Fleece.<br/><br/>Odysseus is a superhero, with powers coming from Athena's favor, straight out of a comic book (or Marvel movie). Normal humans can't murder a hundred people with a bow in a dining hall, make anyone believe anything and wear some rags to perfectly disguise their identity.<br/><br/>But that's in part what makes the story interesting.",1
9780735210936,2022/01/20,non-fiction read,read,1,4,"Because Internet: Understanding the New Rules of Language discusses how we express ourselves on the internet, how we got here and where we're going from the perspective of a linguist.<br/><br/>I'm <a href=""https://strategineer.com/blog/2022-01-14/"">always been in love with words</a> but, somehow, I've gone through most of my life without studying linguistics at all.<br/><br/>I started listening to <a href=""https://lingthusiasm.com/"">the Lingthusiasm podcast</a> in early 2021. It took me a while (until early 2022) to read the book written by one of the hosts (Gretchen McCulloch), but here we are.<br/><br/>Because Internet: Understanding the New Rules of Language is a book that discusses how we express ourselves on the internet, how we got here and where we're going from the perspective of a linguist.<br/><br/>I am what the book refers to as a ""Full Internet Person"" having gotten online in the early 2000s, chatting with friends using MSN Messenger, then later Facebook and, eventually, I started writing super cringe blog posts on Tumblr (some might say that I never stopped).<br/><br/>One topic covered in the book is how the use of linguistic gestures/emblems online (like emoticons and emoji) has changed over the past few decades.<br/><br/>Gestures are an integral part of human nature and communication. They're instinctual and they're deeply ingrained in us.<br/><br/>Two people who are blind at birth, when speaking to each other, will make gestures despite neither of them being able to see the gestures.<br/><br/>Words are great, but by limiting ourselves to words and only words, we're missing out on a wide range of tools we can use to express ourselves. Especially in informal contexts, where expressing how you feel quickly and easily, without having to be a genius writer, is useful.<br/><br/>In the letters that people used to write to each other (in a pre-internet world), it was quite common to see words mixed in with doodles of hearts and smiley faces.<br/><br/>We've been doing this for a long time, it's just that the way we imbue gestures into our writing has changed as the technologies we use to communicate with each other have evolved.<br/><br/>In the West, we started off with emoticons like :-P, :(, ;) (the nose was dropped sometime in the 2000s).<br/><br/>In Asia, kaomoji were used in similar ways.<br/><br/>^\_^<br/><br/>o_O<br/><br/>¯\\\_(ツ)\_/¯<br/><br/>Sidenote: You'll notice that emoticons tend to have similar eyes and different mouths whereas the opposite can be said for kaomoji. This is because in Asia, it's more common for people to look at someone's eyes when trying to figure out that person's emotional state. Whereas people in the West tend to look at mouths instead.<br/><br/>This might explain why anime characters usually have gigantic eyes...<br/><br/>We have the Japanese to thank for many things, emoji is just one of them.[^1] In 1999, Shigetaka Kurita was inspired by the use of symbolic representations in manga, like a water drop on someone's face to represent nervousness or confusion, and created one of the first emoji sets for cellphones.<br/><br/>In the late 2000s, Apple decided that they wanted their iPhones to support emojis specifically for the Japanese market. They did the work to make that happen and, finally, decided to add support for emojis across the globe.<br/><br/>Emojis caught on in a big way all over the world and, eventually, they became ubiquitous (if you're chatting with someone on the internet in 2022, no matter what application you're using, you probably have access to emojis and you likely use them quite a bit).<br/><br/>Because Internet also talks about the various ways in which people have tried to imbue tone of voice into their internet writing (with varying degrees of success).<br/><br/><b>hey</b><br/><br/><b>you</b><br/><br/><b>listen</b><br/><br/>Short utterances without punctuation like this might have been popular with the zoomers on Tumblr/Twitter?<br/><br/><b>I'm ~very~ excited about this ~new~ sarcasm marker.</b><br/><br/>But no, actually, I am. I'm probably going to be using the ~ quite a bit.<br/><br/><b>HELP ME! I'M SHOUTING</b><br/><br/>AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA<br/><br/>I don't know how to end this.<br/><br/>Let's metaphorically jump off this bridge together.<br/><br/>i like book<br/><br/>you should read it<br/><br/>bye<br/><br/>[^1]: Negishi, Mayumi (March 26, 2014). ""Meet Shigetaka Kurita, the Father of Emoji"". The Wall Street Journal. Retrieved August 16, 2015.",1
9780525555216,2022/02/01,non-fiction trash read,read,1,1,"The Anthropocene Reviewed is a book where author/youtuber John Green reviews a random assortment of things and concepts that you wouldn't expect to see reviewed. This conceit gives him a lot of room to write about anything he feels like. John Green is an expert at what he does, but I don't find what he does to be very compelling.",1
9780812968255,2022/02/15,non-fiction philosophy read,read,1,3,"Marcus Aurelius Antoninus (a.d. 121–180) succeeded his adoptive father as emperor of Rome in a.d. 161--and in his Meditations he provides insights, wisdom, and practical guidance on everything from living in the world to coping with adversity to interacting with others. It's surprising how much of his advice has aged well but given his position of supreme power and the changing times (eg. slavery is bad), some of his meditations have not aged so well.<br/><br/>I recently read Marcus Aurelius's Meditations (translated by Gregory Hays) and I quite enjoyed it. Some of his ideas are still relevant today and others haven't aged very well (which is not surprising given how far removed Marcus's experience of life is from our own).<br/><br/>Overall, the text was interesting enough for me to be motivated to make <a href=""https://strategineer.com/bin/meditations"">this little toy</a> that shows you one of the ""meditations"" every time you refresh the page (tip: if you click/tap on a word it'll bring you to another meditation containing that word).",1
9780809073641,2022/03/01,non-fiction memoir read,read,1,5,"Elie Wiesel's Night is a retelling of what happened to him during World War 2; in a Nazi death camp, he witnesses the death of his family, the death of his innocence and the death of his God. Night shows you evil at its peak and convinces you that this horror must never be allowed to happen again.<br/><br/>If more people read Night, there would be fewer fascists in the world.<br/><br/>It's a powerful book that's very hard to forget. I experienced the tiniest fraction of the Holocaust vicariously through Elie Wiesel's account of what happened to him during World War 2, and even trying to remember how I felt when I read Night leaves me physically shook and deeply sad.<br/><br/>It's not an easy read but now more than ever you have an obligation to read it to make it clear to you what happens when the fascists take over.<br/><br/>I haven't read the other two novels in this collection but I should.",1
9781408800614,2022/03/15,non-fiction read,read,1,4,"British guy goes to India and meets with nine different people, each one on a different religious path and with an interesting story to share. William Dalrymple acknowledges his white colonialist britishness and seems to mostly stay out of the way and let the people he meets tell their stories.",1
9781039002487,2022/04/01,non-fiction read,read,1,3,The Man Who Mistook His Wife for a Hat tells the stories of individuals afflicted with perceptual and intellectual disorders: patients who have lost their memories and with them the greater part of their pasts; who are no longer able to recognize people and common objects; whose limbs seem alien to them; who lack some skills yet are gifted with uncanny artistic or mathematical talents.<br/><br/>Apparently I read this a long time ago (more than a decade ago) but I forgot and I only remembered after starting to read the book again.<br/><br/>I read through it all again. I've always had a passing interest in psychology and this is an enjoyable popular psychology book.<br/><br/>The salient point this book gets across through the various case studies presented within is that our perception of the world around us is far from universal. We should embrace our differences because they make us unique; we shouldn't be ashamed of what makes us special.,1
9781483379326,2022/04/07,non-fiction slay read,read,1,5,"Media Literacy teaches you how to navigate through the overwhelming flood of information found in today's media-saturated world. Drawing from thousands of media research studies, author W. James Potter explores key components to understanding the fascinating world of mass media. Potter presents examples and facts to help you understand how the media operate, how they attract attention, and how they influence you and the public.<br/><br/>A must read, don't sit on this one!<br/><br/>Learn about Media Literacy, especially if you're name is Louis (I swear to God).<br/><br/>Here's some random quotes from the book that I highlighted for whatever reason:<br/><br/><b>[...] while choice is attractive, too much choice can paralyze us into</b> <b>inaction. When we feel overwhelmed, we rely more and more on automatic</b> <b>routines, and leads us into a deeper and deeper rut of doing the same things</b> <b>over and over.</b><br/><br/>That moment when you stare at the hundreds (thousands?) of games in your Steam Library and proclaim: ""I don't know what to play"" or ""I guess I'll just play (insert predatory MOBA or CCG here)"".<br/><br/><b>The reason faulty beliefs are such a dangerous trap is because they are</b> <b>self-reinforcing.</b><br/><br/>cough cough Flat Earthers cough cough Anti Vaxxers cough cough<br/><br/><b>The mass media construct audiences so they can rent those audiences out to</b> <b>advertisers. In constructing those audiences, the media focus on particular</b> <b>niches where they can provide content that serves a need not already being</b> <b>met. They attract particular kinds of people into those audiences then</b> <b>condition them for repeat exposures.</b><br/><br/>If you take a step back and really think about what the porn industry has been able to do in the last 15 years or so, it's bananas. How many kids have grown up with instant access to an infinite sea of porn accessible anywhere and at any time? A lot. How many of them have been seriously harmed psychologically by this? At least one.<br/><br/><b>Successful websites, whether they deal with information, entertainment,</b> <b>music, video, or the printed word, all try to do the same thing. They offer</b> <b>you apps that you can download and use for free on your mobile devices. They</b> <b>want to condition you to continually use their services so it becomes a habit</b> <b>that you cannot live without.</b><br/><br/>Is being constantly on Twitter really making your life better? Or have you been conditioned to such an extent that you can't live without it and whenever someone asks you why you're still on Twitter, you reply like an addict.<br/><br/><b>It is likely that there are many adults who are not as highly developed</b> <b>cognitively, emotionally, or morally as many children.</b><br/><br/>There's enough sick burns in this textbook that the author is clearly moonlighting as an inflamatory standup comedian on weekends.<br/><br/><b>We are the consumers, and our resources include not only our money but, even more importantly, our time and attention.</b><br/><br/>Over the course of your life, the amount of free time you have tends to shrink and the amount of money you have tends to grow. And that shapes the way you interact with the media.<br/><br/><b>[...] the singing ability of Lady Gaga, Miley Cyrus, and Justin Bieber,</b> <b>although good, cannot alone account for their huge popularity; that is, these</b> <b>recording artists have some inexplicable ability to attract large audiences</b> <b>that cannot be explained solely by the artistic quality of their singing</b> <b>ability.</b><br/><br/>Absolutely savage.<br/><br/><b>Advertising gets people to look beyond the product features to consider</b> <b>product images as well as psychological advantages of using the product.</b><br/><br/>This product will make you fuck because yes absolutely that's how the world works. You slap on some awful smelling body spray and your inside someone else quicker than you can say ""false advertising"".<br/><br/><b>This strategy of increasing revenue streams can also be seen in all the</b> <b>merger and acquisition activity across all media industries. When a media</b> <b>company becomes a conglomerate, controlling the distribution of messages in</b> <b>many media channels, it can easily market a single message across many</b> <b>channels and thus quickly create multiple revenue streams for that one</b> <b>message.</b><br/><br/>Can't stop, won't stop, consolidation.<br/><br/><b>""[...] it is less costly emotionally to watch characters in a movie try to</b> <b>meet each other, establish relationships, break up, and learn from their</b> <b>mistakes than it is to go through all of that in real life to learn the same</b> <b>thing. Audiences therefore have a strong, continuing motivation to seek out</b> <b>messages in the media. They search for messages that have two general</b> <b>characteristics. First, those messages must appear real. [...] Second, those</b> <b>messages must present a little more than their every day reality. [...] people</b> <b>want media messages that are not so real that they are the same as their</b> <b>everyday lives. But neither do they want media messages that are so far</b> <b>removed from their experiences and needs that the messages have no immediate</b> <b>relevance. So people want messages that are one step removed from real life;</b> <b>they want messages that show what is easily possible and make it seem probable</b> <b>and even actual.</b><br/><br/>Reality TV and Youtube vloggers say hi.<br/><br/><b>We all live in two worlds; the real world and the media world. Attaining</b> <b>higher levels of media literacy does not mean avoiding the media world.</b> <b>Instead it means being able to tell the two worlds apart as the two merge</b> <b>together under pressures from new message formats and newer technologies that</b> <b>seem to make the boundary lines between the two worlds very fuzzy.</b><br/><br/>Say it with me, parasocial relationships are not real relationships.<br/><br/><b>Most of us feel that the real world is too limited; that is, we cannot get</b> <b>all the experiences and information we want in the real world. [...] We are</b> <b>continually entering the media world to get experiences and information we</b> <b>cannot get very well in our real lives. We enter the media world to expand our</b> <b>real-world experience and help us understand the real world better. But those</b> <b>experiences we have in the media world are different than if we had</b> <b>experienced them directly in the real world. We often forget this as we bring</b> <b>media-world experiences back into our real world.</b><br/><br/>And that's all for now folks. Textbooks are lonnnnnnng. But I don't mind.",1
9780452287440,2022/04/15,non-fiction philosophy trash read,read,1,1,"The Pig That Wants to Be Eaten offers one hundred philosophical thought-experiments. To get the most out of it, you might want to pull it out and discuss a thought-experiment with some friends because the book doesn't do much more than present the thought-experiments one after the other.<br/><br/>Boring...<br/><br/>Dry (and weirdly conservative, thanks old British guy). Not sure this book is worth much if you read it from start to finish on your own (like I did).<br/><br/>Depending on what kind of parties you like to throw, I'd suggest gathering some philosophically minded friends, flipping to a random page, explaining the thought experiment and discussing it as a group.",1
